Courier_id,Addr,Arrival_time,Departure,Amount,Order_id
D0107,A016,87,87,39,F0955
D0107,A016,87,87,24,F0973
D0107,A016,87,87,20,F0933
D0107,A016,87,87,20,F1005
D0107,A016,87,87,20,F0993
D0107,B0003,98,116,-20,F0933
D0107,B6623,118,136,-20,F0993
D0107,B4414,142,162,-24,F0973
D0107,B2620,166,190,-39,F0955
D0107,B3601,196,213,-15,F0963
D0107,B8061,223,241,-20,F1005
D0107,A016,243,243,61,F0954
D0107,A016,243,243,47,F1014
D0107,A016,243,243,19,F1002
D0107,B7546,248,266,-19,F1002
D0107,B8666,271,297,-47,F1014
D0107,B2574,299,327,-61,F0954
D0107,A016,335,335,55,F0952
D0107,A016,335,335,43,F0946
D0107,A016,335,335,38,F0950
D0107,B1514,341,366,-43,F0946
D0107,B2215,369,396,-55,F0952
D0107,A016,400,400,65,F1009
D0107,B1934,403,426,-38,F0950
D0107,B8217,427,456,-65,F1009
D0107,A016,459,459,78,F0947
D0107,A016,459,459,57,F0976
D0107,B4925,464,492,-57,F0976
D0107,B1521,494,525,-78,F0947
D0423,A053,0,0,39,F4386
D0423,A053,0,0,23,F4375
D0423,A053,0,0,21,F4325
D0423,A053,0,0,14,F4392
D0423,A053,0,0,12,F4404
D0423,A053,0,0,10,F4379
D0423,A053,0,0,8,F4378
D0423,B6552,13,37,-39,F4386
D0423,B5374,42,61,-23,F4375
D0423,B5902,64,77,-8,F4378
D0423,B8527,83,98,-12,F4404
D0423,A053,108,108,37,F4380
D0423,A053,108,108,21,F4394
D0423,A053,108,108,20,F4388
D0423,B6881,110,128,-20,F4388
D0423,B7361,130,149,-21,F4394
D0423,B5990,155,178,-37,F4380
D0423,B0510,181,200,-21,F4325
D0423,A053,204,204,39,F4374
D0423,A053,204,204,32,F4385
D0423,A053,204,204,29,F4376
D0423,A053,204,204,14,F4367
D0423,B5523,214,235,-29,F4376
D0423,B4348,237,253,-14,F4367
D0423,B5921,256,270,-10,F4379
D0423,A053,279,279,31,F4381
D0423,A053,279,279,18,F4368
D0423,B4349,284,302,-18,F4368
D0423,B6047,316,338,-31,F4381
D0423,B6504,342,364,-32,F4385
D0423,B5045,366,390,-39,F4374
D0423,A053,404,404,36,F4352
D0423,A053,404,404,31,F4372
D0423,A053,404,404,30,F4324
D0423,A053,404,404,28,F4370
D0423,B7137,411,427,-14,F4392
D0423,B0250,430,451,-30,F4324
D0423,B4441,456,477,-28,F4370
D0423,A053,487,487,52,F4395
D0423,B4773,492,514,-31,F4372
D0423,B2896,517,540,-36,F4352
D0423,B7500,545,572,-52,F4395
D0422,A053,0,0,47,F4329
D0422,A053,0,0,33,F4336
D0422,A053,0,0,29,F4353
D0422,A053,0,0,16,F4363
D0422,A053,0,0,8,F4366
D0422,B3025,15,36,-29,F4353
D0422,B0628,46,72,-47,F4329
D0422,B4317,75,88,-8,F4366
D0422,A053,104,104,63,F4377
D0422,A053,104,104,28,F4382
D0422,B5757,119,148,-63,F4377
D0422,B3984,160,177,-16,F4363
D0422,B1462,181,203,-33,F4336
D0422,A053,207,207,33,F4361
D0422,A053,207,207,25,F4354
D0422,A053,207,207,24,F4360
D0422,A053,207,207,14,F4327
D0422,A053,207,207,11,F4358
D0422,B3720,221,243,-33,F4361
D0422,B0615,248,264,-14,F4327
D0422,B6243,268,289,-28,F4382
D0422,B3078,291,311,-25,F4354
D0422,B3507,317,332,-11,F4358
D0422,A053,336,336,41,F4356
D0422,A053,336,336,30,F4369
D0422,A053,336,336,26,F4400
D0422,A053,336,336,14,F4373
D0422,B5042,338,354,-14,F4373
D0422,B3386,359,383,-41,F4356
D0422,B8204,385,405,-26,F4400
D0422,B4423,407,428,-30,F4369
D0422,A053,431,431,60,F4355
D0422,A053,431,431,23,F4362
D0422,A053,431,431,15,F4383
D0422,B3926,439,458,-23,F4362
D0422,B3195,464,492,-60,F4355
D0422,B3554,495,515,-24,F4360
D0422,A053,530,530,88,F4328
D0422,A053,530,530,30,F4371
D0422,B4499,534,555,-30,F4371
D0422,B6277,565,582,-15,F4383
D0422,B0620,588,621,-88,F4328
D0421,A053,0,0,63,F4351
D0421,A053,0,0,58,F4350
D0421,A053,0,0,17,F4323
D0421,B2880,18,46,-58,F4350
D0421,B2882,48,77,-63,F4351
D0421,B0234,89,106,-17,F4323
D0421,A053,113,113,27,F4349
D0421,A053,113,113,22,F4364
D0421,A053,113,113,21,F4345
D0421,A053,113,113,18,F4346
D0421,A053,113,113,17,F4344
D0421,A053,113,113,14,F4365
D0421,A053,113,113,13,F4322
D0421,A053,113,113,7,F4335
D0421,B4107,125,141,-14,F4365
D0421,B2218,147,166,-21,F4345
D0421,B2735,169,190,-27,F4349
D0421,B1280,200,213,-7,F4335
D0421,B4004,221,240,-22,F4364
D0421,B2136,242,259,-17,F4344
D0421,B0016,261,277,-13,F4322
D0421,A053,289,289,50,F4399
D0421,A053,289,289,34,F4341
D0421,A053,289,289,17,F4331
D0421,A053,289,289,13,F4338
D0421,A053,289,289,8,F4333
D0421,B2262,301,319,-18,F4346
D0421,B0990,324,337,-8,F4333
D0421,B1578,341,357,-13,F4338
D0421,B0787,365,382,-17,F4331
D0421,B8173,397,423,-50,F4399
D0421,A053,440,440,93,F4348
D0421,B2717,454,488,-93,F4348
D0421,B1925,499,521,-34,F4341
D0420,A053,0,0,68,F4407
D0420,A053,0,0,29,F4342
D0420,A053,0,0,19,F4343
D0420,A053,0,0,10,F4339
D0420,A053,0,0,7,F4393
D0420,B2102,17,35,-19,F4343
D0420,B2035,37,58,-29,F4342
D0420,B9212,59,89,-68,F4407
D0420,B1634,98,112,-10,F4339
D0420,B7216,116,129,-7,F4393
D0427,A054,0,0,61,F4441
D0427,A054,0,0,43,F4424
D0427,A054,0,0,33,F4456
D0427,B6655,12,34,-33,F4456
D0427,B2786,36,61,-43,F4424
D0427,B4625,69,97,-61,F4441
D0427,A054,104,104,61,F4439
D0427,A054,104,104,57,F4435
D0427,B3966,112,140,-57,F4435
D0427,B4369,144,172,-61,F4439
D0427,A054,176,176,60,F4433
D0427,A054,176,176,41,F4432
D0427,A054,176,176,37,F4434
D0427,B3814,182,210,-60,F4433
D0427,B3959,213,236,-37,F4434
D0427,A054,238,238,57,F4451
D0427,A054,238,238,37,F4429
D0427,B6445,243,271,-57,F4451
D0427,B3671,275,299,-41,F4432
D0427,A054,302,302,75,F4428
D0427,A054,302,302,11,F4452
D0427,B3486,308,339,-75,F4428
D0427,B3538,341,364,-37,F4429
D0427,A054,370,370,85,F4427
D0427,A054,370,370,35,F4426
D0427,B6447,379,394,-11,F4452
D0427,B3372,397,430,-85,F4427
D0427,A054,436,436,84,F4446
D0427,B5908,442,474,-84,F4446
D0427,B3137,478,501,-35,F4426
D0427,A054,504,504,71,F4419
D0427,A054,504,504,59,F4449
D0427,B6261,510,538,-59,F4449
D0427,B2142,541,571,-71,F4419
D0426,A054,0,0,76,F4421
D0426,A054,0,0,54,F4454
D0426,B6470,4,31,-54,F4454
D0426,B2595,33,64,-76,F4421
D0426,A054,70,70,71,F4440
D0426,A054,70,70,61,F4417
D0426,B4392,75,105,-71,F4440
D0426,A054,110,110,53,F4460
D0426,B7456,118,145,-53,F4460
D0426,B1802,147,175,-61,F4417
D0426,A054,183,183,90,F4415
D0426,A054,183,183,48,F4412
D0426,B0754,188,214,-48,F4412
D0426,B1377,219,252,-90,F4415
D0426,A054,260,260,57,F4437
D0426,A054,260,260,42,F4409
D0426,A054,260,260,30,F4464
D0426,B8311,261,282,-30,F4464
D0426,B0520,285,309,-42,F4409
D0426,A054,313,313,69,F4411
D0426,B0642,317,347,-69,F4411
D0426,B4168,349,377,-57,F4437
D0426,A054,381,381,57,F4408
D0426,A054,381,381,41,F4423
D0426,A054,381,381,35,F4418
D0426,B1970,386,409,-35,F4418
D0426,B0323,411,439,-57,F4408
D0426,B2753,441,465,-41,F4423
D0426,A054,467,467,90,F4438
D0426,A054,467,467,50,F4420
D0426,B4313,473,506,-90,F4438
D0426,A054,512,512,54,F4416
D0426,A054,512,512,32,F4461
D0426,B2425,515,541,-50,F4420
D0426,A054,544,544,29,F4467
D0426,B8498,552,573,-29,F4467
D0426,B8125,576,598,-32,F4461
D0426,B1729,600,627,-54,F4416
D0425,A053,0,0,52,F4337
D0425,A053,0,0,29,F4405
D0425,A053,0,0,16,F4406
D0425,A053,0,0,16,F4403
D0425,A053,0,0,15,F4401
D0425,B8233,14,31,-15,F4401
D0425,B8319,34,51,-16,F4403
D0425,B8893,57,74,-16,F4406
D0425,A053,81,81,37,F4357
D0425,A053,81,81,20,F4359
D0425,B3454,90,113,-37,F4357
D0425,B1484,116,143,-52,F4337
D0425,B3549,145,163,-20,F4359
D0425,B8823,164,185,-29,F4405
D0424,A053,0,0,50,F4326
D0424,A053,0,0,33,F4396
D0424,A053,0,0,25,F4402
D0424,A053,0,0,17,F4330
D0424,A053,0,0,15,F4398
D0424,B7531,9,31,-33,F4396
D0424,B0613,33,59,-50,F4326
D0424,B8118,63,80,-15,F4398
D0424,B8269,82,102,-25,F4402
D0424,A053,115,115,27,F4390
D0424,A053,115,115,22,F4347
D0424,A053,115,115,21,F4391
D0424,A053,115,115,18,F4389
D0424,A053,115,115,17,F4332
D0424,A053,115,115,14,F4384
D0424,B0906,128,145,-17,F4332
D0424,B7094,147,166,-21,F4391
D0424,B6903,170,188,-18,F4389
D0424,B6501,196,212,-14,F4384
D0424,A053,223,223,73,F4387
D0424,B7091,231,252,-27,F4390
D0424,B6777,259,290,-73,F4387
D0424,B0720,297,314,-17,F4330
D0424,A053,323,323,44,F4334
D0424,A053,323,323,35,F4397
D0424,A053,323,323,32,F4340
D0424,B1176,328,353,-44,F4334
D0424,B7761,359,382,-35,F4397
D0424,B2341,384,403,-22,F4347
D0424,B1730,407,429,-32,F4340
D0157,A020,0,0,49,F1423
D0157,A020,0,0,46,F1525
D0157,A020,0,0,44,F1487
D0157,B6850,27,52,-44,F1487
D0157,B8043,55,80,-46,F1525
D0157,B4188,82,108,-49,F1423
D0157,A020,136,136,56,F1537
D0157,A020,136,136,42,F1534
D0157,A020,136,136,15,F1349
D0157,A020,136,136,10,F1527
D0157,A020,136,136,9,F1342
D0157,A020,136,136,6,F1523
D0157,A020,136,136,2,F1387
D0157,B7996,155,167,-6,F1523
D0157,B8356,180,204,-42,F1534
D0157,B8522,214,241,-56,F1537
D0157,B1773,248,265,-15,F1349
D0157,B8129,271,285,-10,F1527
D0157,B2941,298,307,-2,F1387
D0157,B1471,316,330,-9,F1342
D0156,A020,0,0,51,F1412
D0156,A020,0,0,45,F1301
D0156,A020,0,0,27,F1313
D0156,A020,0,0,10,F1531
D0156,S347,155,331,3,E2745
D0156,B8090,459,469,-3,E2745
D0156,B0042,481,506,-45,F1301
D0156,B0465,530,551,-27,F1313
D0156,B3822,554,580,-51,F1412
D0156,B8255,585,599,-10,F1531
D0155,A020,0,0,36,F1497
D0155,A020,0,0,31,F1510
D0155,A020,0,0,30,F1500
D0155,A020,0,0,24,F1492
D0155,A020,0,0,15,F1417
D0155,B3985,24,41,-15,F1417
D0155,B7565,50,72,-31,F1510
D0155,B7263,76,97,-30,F1500
D0155,B6982,100,120,-24,F1492
D0155,B7145,130,153,-36,F1497
D0154,A020,0,0,57,F1355
D0154,A020,0,0,26,F1467
D0154,A020,0,0,19,F1514
D0154,A020,0,0,8,F1428
D0154,A020,0,0,7,F1478
D0154,S260,135,291,1,E2200
D0154,S266,291,300,1,E2298
D0154,B0552,443,451,-1,E2200
D0154,B6096,453,461,-1,E2298
D0154,B6096,461,481,-26,F1467
D0154,B4491,489,502,-8,F1428
D0154,B1914,505,533,-57,F1355
D0154,B7693,535,553,-19,F1514
D0154,B6475,557,570,-7,F1478
D0258,A030,0,0,34,F2660
D0258,A030,0,0,28,F2594
D0258,A030,0,0,19,F2582
D0258,A030,0,0,12,F2535
D0258,A030,0,0,8,F2562
D0258,A030,0,0,5,F2641
D0258,B4249,19,37,-19,F2582
D0258,B1595,44,59,-12,F2535
D0258,S016,105,284,3,E0319
D0258,B6540,405,415,-3,E0319
D0258,B7049,437,449,-5,F2641
D0258,B4887,453,474,-28,F2594
D0258,B8042,476,498,-34,F2660
D0258,B2981,502,515,-8,F2562
D0258,S252,711,711,2,E2132
D0258,S294,725,725,2,E2429
D0258,B6540,961,970,-2,E2132
D0258,B6540,970,979,-2,E2429
D0259,A030,0,0,43,F2523
D0259,A030,0,0,26,F2554
D0259,A030,0,0,21,F2623
D0259,A030,0,0,13,F2606
D0259,A030,0,0,9,F2525
D0259,A030,0,0,9,F2652
D0259,A030,0,0,9,F2605
D0259,A030,0,0,8,F2670
D0259,A030,0,0,1,F2597
D0259,B1050,5,30,-43,F2523
D0259,B5009,42,50,-1,F2597
D0259,B8529,55,68,-8,F2670
D0259,B5434,71,87,-13,F2606
D0259,B6325,89,108,-21,F2623
D0259,B2704,111,131,-26,F2554
D0259,S073,184,264,1,E1342
D0259,B6540,390,398,-1,E1342
D0259,S101,617,617,1,E1442
D0259,B6540,836,844,-1,E1442
D0259,B5372,878,892,-9,F2605
D0259,B7620,897,911,-9,F2652
D0259,B1123,915,929,-9,F2525
D0151,A020,0,0,13,F1415
D0151,A020,0,0,10,F1430
D0151,S266,135,228,3,E2278
D0151,S266,228,244,2,E2294
D0151,B2232,386,396,-3,E2278
D0151,S418,397,397,1,E3048
D0151,B0552,399,408,-2,E2294
D0151,B0552,408,416,-1,E3048
D0151,B4572,423,437,-10,F1430
D0151,B3948,440,456,-13,F1415
D0151,A020,473,473,53,F1456
D0151,A020,473,473,48,F1455
D0151,A020,473,473,28,F1475
D0151,B6283,515,536,-28,F1475
D0151,B5589,544,570,-48,F1455
D0151,B5615,575,602,-53,F1456
D0150,A020,0,0,61,F1498
D0150,A020,0,0,47,F1493
D0150,A020,0,0,32,F1520
D0150,B7017,30,56,-47,F1493
D0150,B7221,58,86,-61,F1498
D0150,B7935,87,109,-32,F1520
D0150,A020,140,140,52,F1474
D0150,A020,140,140,43,F1451
D0150,A020,140,140,19,F1555
D0150,A020,140,140,18,F1556
D0150,A020,140,140,8,F1515
D0150,B6256,172,199,-52,F1474
D0150,B8889,209,227,-19,F1555
D0150,B8935,232,250,-18,F1556
D0150,B5462,253,278,-43,F1451
D0150,B7706,296,309,-8,F1515
D0254,A030,0,0,46,F2576
D0254,A030,0,0,42,F2512
D0254,A030,0,0,31,F2583
D0254,A030,0,0,20,F2549
D0254,B0361,10,34,-42,F2512
D0254,B3912,36,61,-46,F2576
D0254,B2423,67,85,-20,F2549
D0254,S157,252,271,2,E1656
D0254,B6540,503,512,-2,E1656
D0254,S338,757,757,2,E2689
D0254,B6540,1002,1011,-2,E2689
D0254,B4294,1044,1066,-31,F2583
D0255,A030,0,0,33,F2538
D0255,A030,0,0,23,F2687
D0255,A030,0,0,21,F2520
D0255,A030,0,0,20,F2518
D0255,A030,0,0,9,F2566
D0255,A030,0,0,8,F2556
D0255,A030,0,0,6,F2666
D0255,A030,0,0,5,F2683
D0255,A030,0,0,5,F2568
D0255,A030,0,0,4,F2645
D0255,A030,0,0,2,F2685
D0255,A030,0,0,2,F2662
D0255,A030,0,0,1,F2630
D0255,B9045,17,26,-2,F2685
D0255,S011,79,314,1,E0114
D0255,B6540,435,443,-1,F2630
D0255,B6540,443,451,-1,E0114
D0255,B0910,479,498,-21,F2520
D0255,B9030,502,514,-5,F2683
D0255,B9200,521,540,-23,F2687
D0255,B1935,541,563,-33,F2538
D0255,B2725,567,580,-8,F2556
D0255,B8416,584,596,-6,F2666
D0255,B3614,600,612,-5,F2568
D0255,B3514,617,631,-9,F2566
D0255,B0785,635,653,-20,F2518
D0255,B8178,662,671,-2,F2662
D0255,B7218,690,701,-4,F2645
D0256,A030,0,0,48,F2682
D0256,A030,0,0,26,F2639
D0256,A030,0,0,24,F2642
D0256,A030,0,0,12,F2680
D0256,A030,0,0,11,F2505
D0256,A030,0,0,8,F2686
D0256,A030,0,0,3,F2591
D0256,A030,0,0,3,F2602
D0256,B8970,8,34,-48,F2682
D0256,B6983,37,57,-26,F2639
D0256,B7119,59,79,-24,F2642
D0256,S211,226,243,1,E1934
D0256,S224,244,256,1,E2020
D0256,B6540,472,480,-1,E1934
D0256,B6540,480,488,-1,E2020
D0256,B4649,511,521,-3,F2591
D0256,B8904,530,545,-12,F2680
D0256,B9170,549,562,-8,F2686
D0256,B5200,577,587,-3,F2602
D0256,A030,599,599,50,F2546
D0256,A030,599,599,35,F2574
D0256,A030,599,599,27,F2650
D0256,A030,599,599,12,F2665
D0256,B7524,607,628,-27,F2650
D0256,B2375,630,656,-50,F2546
D0256,B0043,659,674,-11,F2505
D0256,B3828,676,699,-35,F2574
D0256,B8397,705,720,-12,F2665
D0256,A030,724,724,48,F2564
D0256,A030,724,724,43,F2637
D0256,A030,724,724,25,F2560
D0256,A030,724,724,22,F2671
D0256,B2918,732,752,-25,F2560
D0256,B8531,753,772,-22,F2671
D0256,B6940,776,801,-43,F2637
D0256,B3347,803,829,-48,F2564
D0257,A030,0,0,47,F2625
D0257,A030,0,0,24,F2657
D0257,A030,0,0,13,F2510
D0257,A030,0,0,11,F2676
D0257,A030,0,0,10,F2573
D0257,A030,0,0,9,F2661
D0257,A030,0,0,7,F2530
D0257,A030,0,0,4,F2674
D0257,A030,0,0,4,F2611
D0257,A030,0,0,2,F2681
D0257,A030,0,0,2,F2646
D0257,A030,0,0,2,F2540
D0257,B6360,11,37,-47,F2625
D0257,B8110,43,57,-9,F2661
D0257,B3825,65,79,-10,F2573
D0257,B0307,86,102,-13,F2510
D0257,B8965,109,118,-2,F2681
D0257,S021,167,256,1,E0500
D0257,S016,256,261,3,E0318
D0257,S023,262,270,1,E0536
D0257,B6540,392,400,-1,E0500
D0257,B6540,400,410,-3,E0318
D0257,B6540,410,418,-1,E0536
D0257,B2026,426,435,-2,F2540
D0257,B8757,449,460,-4,F2674
D0257,B1366,464,477,-7,F2530
D0257,B8861,479,494,-11,F2676
D0257,B5626,519,530,-4,F2611
D0257,A030,546,546,27,F2536
D0257,A030,546,546,21,F2598
D0257,A030,546,546,11,F2508
D0257,A030,546,546,6,F2617
D0257,A030,546,546,3,F2618
D0257,B7321,564,573,-2,F2646
D0257,B5889,580,592,-6,F2617
D0257,B5043,596,615,-21,F2598
D0257,B0224,617,632,-11,F2508
D0257,B1718,636,657,-27,F2536
D0257,B7876,659,679,-24,F2657
D0257,B5952,697,707,-3,F2618
D0250,A029,0,0,44,F2503
D0250,A029,0,0,37,F2500
D0250,A029,0,0,26,F2467
D0250,A029,0,0,18,F2438
D0250,A029,0,0,11,F2495
D0250,B4383,5,25,-26,F2467
D0250,B7563,26,41,-11,F2495
D0250,S137,52,247,2,E1579
D0250,S134,248,249,3,E1562
D0250,B3807,253,263,-3,E1562
D0250,B3807,263,272,-2,E1579
D0250,S111,273,390,3,E1493
D0250,S111,390,404,12,E1494
D0250,B8400,404,427,-37,F2500
D0250,B8400,427,442,-12,E1494
D0250,B8400,442,452,-3,E1493
D0250,B1373,459,477,-18,F2438
D0250,A029,482,482,48,F2493
D0250,A029,482,482,34,F2457
D0250,A029,482,482,11,F2470
D0250,B3452,489,511,-34,F2457
D0250,B7350,524,550,-48,F2493
D0250,B8913,552,577,-44,F2503
D0250,S334,609,609,2,E2600
D0250,B3807,638,647,-2,E2600
D0250,B5341,650,665,-11,F2470
D0251,A029,0,0,37,F2451
D0251,A029,0,0,37,F2492
D0251,A029,0,0,35,F2444
D0251,A029,0,0,31,F2502
D0251,B2668,3,26,-37,F2451
D0251,B7337,29,52,-37,F2492
D0251,B1891,54,77,-35,F2444
D0251,A029,79,79,52,F2463
D0251,A029,79,79,25,F2477
D0251,A029,79,79,18,F2466
D0251,B4232,84,111,-52,F2463
D0251,B4382,114,132,-18,F2466
D0251,B8826,135,157,-31,F2502
D0251,B5939,159,179,-25,F2477
D0252,A029,0,0,40,F2452
D0252,A029,0,0,25,F2445
D0252,A029,0,0,21,F2436
D0252,A029,0,0,20,F2488
D0252,A029,0,0,19,F2453
D0252,A029,0,0,13,F2491
D0252,B1214,10,29,-21,F2436
D0252,B2802,32,50,-19,F2453
D0252,B6975,55,73,-20,F2488
D0252,B2691,75,99,-40,F2452
D0252,B7331,102,118,-13,F2491
D0252,A029,125,125,90,F2447
D0252,A029,125,125,14,F2482
D0252,A029,125,125,9,F2462
D0252,B4231,139,153,-9,F2462
D0252,B6687,155,171,-14,F2482
D0252,B2369,176,209,-90,F2447
D0252,B1926,215,235,-25,F2445
D0252,S334,262,375,2,E2598
D0252,S334,375,419,2,E2622
D0252,S334,419,419,2,E2588
D0252,B1560,446,455,-2,E2588
D0252,B3807,457,466,-2,E2598
D0252,A029,479,479,64,F2434
D0252,A029,479,479,47,F2484
D0252,B0810,490,499,-2,E2622
D0252,B0810,499,528,-64,F2434
D0252,B6775,539,565,-47,F2484
D0253,A029,0,0,90,F2430
D0253,A029,0,0,36,F2460
D0253,B0252,5,38,-90,F2430
D0253,A029,43,43,51,F2441
D0253,A029,43,43,46,F2439
D0253,B1520,56,81,-46,F2439
D0253,B1560,88,114,-51,F2441
D0253,S334,141,344,1,E2621
D0253,S334,344,367,2,E2626
D0253,B0810,398,406,-1,E2621
D0253,B8400,408,417,-2,E2626
D0253,S111,417,417,2,E1490
D0253,B3807,418,427,-2,E1490
D0253,B3807,427,450,-36,F2460
D0253,S334,479,479,3,E2624
D0253,S334,479,479,2,E2625
D0253,S334,479,479,2,E2623
D0253,B0810,510,519,-2,E2623
D0253,B0810,519,529,-3,E2624
D0253,B0810,529,538,-2,E2625
D0517,A066,0,0,47,F5317
D0517,A066,0,0,45,F5339
D0517,A066,0,0,26,F5364
D0517,A066,0,0,12,F5263
D0517,A066,0,0,10,F5258
D0517,B1246,12,26,-10,F5258
D0517,B6057,38,63,-45,F5339
D0517,B4676,67,93,-47,F5317
D0517,B1541,99,114,-12,F5263
D0517,B8002,118,138,-26,F5364
D0517,S030,307,307,1,E0646
D0517,S021,307,307,1,E0419
D0517,B3058,655,663,-1,E0646
D0517,B3058,663,671,-1,E0419
D0517,S031,1019,1019,1,E0679
D0517,S018,1020,1020,1,E0356
D0517,B3058,1369,1377,-1,E0679
D0517,B3058,1377,1385,-1,E0356
D0516,A066,0,0,27,F5251
D0516,A066,0,0,20,F5237
D0516,A066,0,0,15,F5301
D0516,A066,0,0,12,F5303
D0516,A066,0,0,12,F5323
D0516,A066,0,0,10,F5262
D0516,A066,0,0,10,F5298
D0516,A066,0,0,8,F5333
D0516,A066,0,0,8,F5315
D0516,A066,0,0,5,F5271
D0516,A066,0,0,5,F5246
D0516,S045,177,267,1,E0885
D0516,S016,269,269,4,E0205
D0516,B2461,594,602,-1,E0885
D0516,B2461,602,613,-4,E0205
D0516,B5852,762,775,-8,F5333
D0516,B1515,779,793,-10,F5262
D0516,B3914,802,819,-15,F5301
D0516,B5229,822,837,-12,F5323
D0516,B2168,841,853,-5,F5271
D0516,B3760,862,876,-10,F5298
D0516,B0844,882,894,-5,F5246
D0516,B4014,898,913,-12,F5303
D0516,B4605,919,932,-8,F5315
D0516,B1043,942,963,-27,F5251
D0516,B0127,967,985,-20,F5237
D0515,A066,0,0,30,F5359
D0515,A066,0,0,20,F5297
D0515,A066,0,0,8,F5242
D0515,A066,0,0,6,F5312
D0515,A066,0,0,4,F5365
D0515,A066,0,0,2,F5287
D0515,A066,0,0,2,F5326
D0515,A066,0,0,2,F5383
D0515,A066,0,0,1,F5382
D0515,B4346,118,130,-6,F5312
D0515,B8028,133,144,-4,F5365
D0515,B0463,150,163,-8,F5242
D0515,B7716,165,186,-30,F5359
D0515,B3662,187,205,-20,F5297
D0515,B3038,212,221,-2,F5287
D0515,B9142,232,240,-1,F5382
D0515,B9151,246,255,-2,F5383
D0515,B5446,262,271,-2,F5326
D0515,S056,596,596,1,E1073
D0515,S014,599,599,1,E0157
D0515,B3058,948,956,-1,E0157
D0515,B3058,956,964,-1,E1073
D0515,S012,1313,1313,1,E0123
D0515,S014,1313,1313,1,E0158
D0515,B3058,1662,1670,-1,E0123
D0515,B3058,1670,1678,-1,E0158
D0514,A066,0,0,18,F5276
D0514,A066,0,0,1,F5265
D0514,S047,178,281,1,E0943
D0514,S022,283,284,2,E0520
D0514,B3058,632,640,-1,E0943
D0514,B3058,640,649,-2,E0520
D0514,S027,998,998,2,E0617
D0514,B2461,1323,1341,-18,F5276
D0514,B2461,1341,1350,-2,E0617
D0514,B1613,1355,1363,-1,F5265
D0513,A066,0,0,63,F5376
D0513,A066,0,0,29,F5310
D0513,A066,0,0,28,F5269
D0513,A066,0,0,9,F5366
D0513,A066,0,0,1,F5289
D0513,B8046,10,24,-9,F5366
D0513,B2050,26,47,-28,F5269
D0513,B4254,56,77,-29,F5310
D0513,B8634,79,108,-63,F5376
D0513,S030,269,310,3,E0647
D0513,S012,311,324,1,E0122
D0513,B3058,673,683,-3,E0647
D0513,B3058,683,691,-1,F5289
D0513,B3058,691,699,-1,E0122
D0513,A066,870,870,35,F5328
D0513,A066,870,870,33,F5255
D0513,A066,870,870,29,F5243
D0513,A066,870,870,29,F5321
D0513,A066,870,870,9,F5311
D0513,B4272,880,894,-9,F5311
D0513,B5595,896,919,-35,F5328
D0513,B4980,921,942,-29,F5321
D0513,B1194,944,966,-33,F5255
D0513,B0484,970,991,-29,F5243
D0512,A066,0,0,19,F5284
D0512,A066,0,0,18,F5316
D0512,A066,0,0,16,F5248
D0512,A066,0,0,15,F5250
D0512,A066,0,0,14,F5327
D0512,A066,0,0,14,F5337
D0512,A066,0,0,13,F5352
D0512,A066,0,0,13,F5305
D0512,A066,0,0,11,F5245
D0512,A066,0,0,5,F5273
D0512,B0936,25,42,-16,F5248
D0512,B5982,47,63,-14,F5337
D0512,B4071,66,82,-13,F5305
D0512,B2250,83,95,-5,F5273
D0512,B5472,100,116,-14,F5327
D0512,B4664,119,137,-18,F5316
D0512,B7228,140,156,-13,F5352
D0512,B1042,158,175,-15,F5250
D0512,B2883,181,199,-19,F5284
D0512,A066,216,216,40,F5346
D0512,A066,216,216,19,F5349
D0512,A066,216,216,19,F5354
D0512,A066,216,216,19,F5356
D0512,A066,216,216,10,F5320
D0512,A066,216,216,5,F5322
D0512,A066,216,216,5,F5348
D0512,A066,216,216,4,F5272
D0512,A066,216,216,4,F5357
D0512,B4986,223,235,-5,F5322
D0512,B6878,244,268,-40,F5346
D0512,B7342,273,291,-19,F5354
D0512,B2187,301,312,-4,F5272
D0512,B6969,314,326,-5,F5348
D0512,B7592,329,340,-4,F5357
D0512,B4930,354,368,-10,F5320
D0512,A066,385,385,32,F5304
D0512,A066,385,385,23,F5335
D0512,A066,385,385,17,F5332
D0512,A066,385,385,11,F5318
D0512,B4792,397,412,-11,F5318
D0512,B5875,415,434,-23,F5335
D0512,B0693,436,451,-11,F5245
D0512,B4029,453,475,-32,F5304
D0512,B5840,478,495,-17,F5332
D0512,B7539,499,517,-19,F5356
D0512,B7004,519,537,-19,F5349
D0511,A066,0,0,21,F5345
D0511,A066,0,0,20,F5257
D0511,A066,0,0,20,F5351
D0511,A066,0,0,18,F5241
D0511,A066,0,0,18,F5293
D0511,A066,0,0,9,F5247
D0511,A066,0,0,9,F5302
D0511,A066,0,0,6,F5380
D0511,A066,0,0,5,F5368
D0511,A066,0,0,4,F5306
D0511,A066,0,0,1,F5367
D0511,S065,177,227,3,E1210
D0511,S045,232,232,1,E0891
D0511,B3058,580,588,-1,E0891
D0511,B3058,588,598,-3,E1210
D0511,B0909,617,631,-9,F5247
D0511,B8093,644,652,-1,F5367
D0511,B0412,660,678,-18,F5241
D0511,B4121,881,892,-4,F5306
D0511,B7138,898,916,-20,F5351
D0511,B3961,917,931,-9,F5302
