Spot_id,Lng,Lat
B7041,121.655296,31.240858
B7042,121.455185,31.018284
B7043,121.133392,30.842224
B7046,121.468536,31.237257
B7050,121.267227,31.403524
B7053,121.88559,30.894617
B7057,121.321785,30.726191
B7059,121.61322,30.89204
B7061,121.668983,30.868456
B7063,121.412712,31.318661
B7065,121.264854,31.107147
B7066,121.499779,31.260368
B7069,121.381409,31.254261
B7071,121.535698,31.321054
B7073,121.27523,31.334412
B7075,121.507828,31.12764
B7084,121.447533,31.179792
B7085,121.214905,31.011621
B7089,121.257828,31.03459
B7091,121.299133,31.338503
B7092,121.43222,31.21471
B7095,121.384285,31.254889
B7096,121.50621,31.298653
B7099,121.426956,31.070848
B7107,121.348564,30.733212
B7109,121.367165,31.26685
B7120,120.967941,31.065342
B7129,121.686569,31.100706
B7131,121.610336,31.257423
B7135,121.386665,31.074585
B7137,121.325516,31.327822
B7146,121.340614,31.153704
B7148,121.305969,31.150167
B7149,121.557854,31.2519
B7153,121.435234,31.255184
B7156,121.576553,31.191082
B7160,121.372467,31.110172
B7168,121.521233,31.066986
B7171,121.631119,31.025402
B7172,121.050148,31.094654
B7174,121.676018,31.192783
B7175,121.411987,31.147715
B7176,121.46563,31.329252
B7177,121.480202,31.28709
B7179,121.320572,31.159561
B7181,121.40049,31.000784
B7186,121.520813,31.282633
B7187,121.23391,31.013105
B7190,121.081871,30.939486
B7193,121.323433,31.118103
B7194,121.777153,31.350319
B7196,121.011086,31.112118
B7201,121.168755,31.197931
B7202,121.655998,30.977501
B7205,121.36171,31.266876
B7207,121.650116,31.610044
B7208,120.926201,31.120878
B7211,121.252251,31.354181
B7213,121.717621,31.150831
B7217,121.401863,31.070576
B7225,121.44693,31.142897
B7226,121.762047,31.122812
B7227,121.423248,31.261887
B7230,121.413513,31.425549
B7233,121.341057,31.231316
B7235,121.393364,31.224333
B7239,121.643295,31.174374
B7246,121.491455,30.831924
B7249,121.380821,31.195839
B7256,121.411278,31.12343
B7258,121.63237,31.424782
B7261,121.502213,31.61454
B7263,121.455589,30.924707
B7267,121.614914,31.136288
B7272,121.274742,31.027376
B7273,121.680595,31.112598
B7274,121.134247,31.239529
B7279,121.240807,31.020445
B7280,121.738144,31.231983
B7282,121.355148,31.073881
B7284,121.379143,31.187017
B7286,121.242386,31.384413
B7290,121.375198,31.3493
B7294,121.854355,30.875353
B7295,121.608627,31.107267
B7297,121.220314,31.317877
B7300,121.307205,31.120838
B7301,121.771637,31.519506
B7306,121.525658,31.280022
B7314,121.511772,31.251135
B7317,121.403244,31.127613
B7319,121.248085,31.388502
B7320,121.726547,31.175198
B7321,121.108307,30.923498
B7327,121.634163,31.097694
B7329,121.387428,31.101923
B7330,121.391586,31.355707
B7331,121.334,31.316751
B7334,121.43615,31.329762
B7336,121.291878,31.371264
B7337,121.345329,31.306087
B7340,121.58725,31.279392
B7349,121.102295,31.270708
B7351,121.68959,31.231958
B7353,121.513153,31.300184
B7356,121.517189,31.036757
B7358,121.143532,30.890047
B7360,121.7565,30.986231
B7363,121.652176,31.199188
B7365,121.249725,31.458681
B7366,121.422333,31.031464
B7372,121.328117,30.947916
B7373,121.293312,31.002073
B7380,121.499008,30.834837
B7381,121.443222,30.991024
B7382,121.281044,31.271563
B7383,121.394745,31.089157
B7386,121.745361,31.046419
B7388,121.577606,31.233318
B7389,121.422523,31.044754
B7390,121.284492,31.068953
B7392,121.561424,31.180975
B7401,121.810196,31.497377
B7405,121.574356,31.333508
B7408,121.60257,31.259495
B7411,121.36055,31.107592
B7412,121.044868,30.884762
B7414,121.663979,31.285917
B7416,121.481949,31.083
B7427,121.342102,30.734863
B7428,121.551811,31.238499
B7432,121.299858,31.028358
B7434,121.32769,31.226
B7436,121.45607,31.267874
B7437,121.21505,31.317627
B7438,121.492012,30.915693
B7440,121.56617,31.641075
B7442,121.209618,31.235315
B7444,121.226936,31.229908
B7451,121.270218,31.397791
B7454,121.467529,31.265385
B7460,121.319603,31.011753
B7466,121.310532,31.25667
B7467,121.414085,31.218731
B7477,121.17662,31.36231
B7479,121.599243,31.207399
B7480,121.467896,31.273333
B7491,121.380592,31.247103
B7493,121.249939,31.400648
B7494,121.251801,30.777168
B7496,121.403046,30.903797
B7499,121.662552,31.30246
B7501,121.458138,31.196493
B7513,120.997391,31.016289
B7518,121.343796,31.42732
B7525,121.244606,30.955883
B7526,121.467194,30.930931
B7527,121.404541,31.191158
B7528,121.754608,31.051882
B7529,121.181252,31.03385
B7533,121.533485,31.215538
B7539,121.202095,31.424097
B7540,121.274559,31.173679
B7541,121.553734,31.191875
B7542,121.386414,31.308491
B7544,121.279472,31.108326
B7545,121.346428,31.284376
B7546,121.439949,31.348742
B7551,121.222656,31.18177
B7553,121.225815,31.007139
B7555,121.167152,31.368866
B7556,121.456146,31.170185
B7559,121.473671,30.933527
B7560,121.46711,31.232878
B7567,121.373581,31.0895
B7569,121.497658,31.257044
B7573,121.407623,31.107988
B7575,121.384155,31.136381
B7576,121.550026,31.226217
B7577,121.542015,31.276159
B7581,121.581512,31.279778
B7583,121.440887,31.266945
B7584,121.328796,31.073666
B7594,121.428856,30.975914
B7598,121.521912,31.196896
B7600,121.448143,31.280117
B7602,121.313843,31.304129
B7605,121.740379,31.037182
B7607,121.618889,31.31028
B7612,121.36158,31.256008
B7615,121.552299,31.182062
B7616,121.410736,31.629759
B7618,121.283028,30.991125
B7619,121.405838,31.185013
B7627,121.672501,31.518883
B7637,121.235809,31.389528
B7638,121.661011,31.149157
B7640,121.505585,30.906326
B7645,121.247429,31.463722
B7646,121.407295,31.115053
B7648,121.307274,31.129076
B7652,121.724113,31.142786
B7662,121.708435,31.59004
B7668,121.197304,31.28867
B7670,121.341339,31.16264
B7673,121.056824,30.888933
B7678,121.410309,31.26886
B7685,121.522041,31.240906
B7686,121.471619,31.201723
B7687,121.595963,31.346275
B7690,121.255959,31.17009
B7691,121.53756,31.212297
B7692,121.234642,31.18959
B7694,121.781616,31.045492
B7697,121.764969,31.151806
B7698,121.76828,31.364668
B7700,121.333847,31.268496
B7703,121.247238,31.235237
B7704,121.572075,31.251896
B7705,121.402802,31.292088
B7712,121.396301,31.011162
B7713,121.725616,31.083891
B7720,121.538033,31.194
B7726,121.526054,31.143875
B7731,121.234573,31.023178
B7732,121.376984,31.259359
B7734,121.487579,31.215311
B7735,121.564308,31.230392
B7737,121.588173,31.120108
B7738,121.185287,31.366068
B7743,121.581024,31.103844
B7744,121.316032,31.150522
B7745,121.416878,31.171013
B7749,121.825172,30.92775
B7753,121.360855,31.231733
B7759,121.456039,30.94199
B7765,121.187492,31.017471
B7771,121.249733,31.046089
B7774,121.198799,31.02281
B7778,121.321259,31.410326
B7781,121.543106,31.287016
B7782,121.334229,31.463291
B7783,121.424683,31.197659
B7785,121.874565,31.005844
B7789,121.297974,31.011736
B7791,121.314438,30.938089
B7794,121.419617,31.002747
B7796,121.681633,30.857508
B7798,121.258102,31.327839
B7800,121.316521,31.447592
B7802,121.31575,30.8855
B7803,121.413651,31.200237
B7808,121.641594,30.948473
B7809,121.588829,31.262857
B7810,121.381134,31.077085
B7814,121.585472,31.114229
B7816,121.066849,31.065138
B7817,121.344917,31.149849
B7822,121.14341,31.005447
B7828,121.490463,31.13409
B7830,121.327408,30.730377
B7831,121.520561,31.16382
B7833,121.375778,31.037821
B7834,121.131874,31.159946
B7837,121.322701,31.040611
B7838,121.239998,31.032749
B7843,121.520264,31.12603
B7849,121.478935,31.252638
B7850,121.448212,31.137421
B7852,121.428024,31.417538
B7854,121.448738,31.317011
B7856,121.760117,31.089458
B7859,121.534248,31.153069
B7870,121.240738,31.380091
B7874,121.261375,31.412094
B7876,121.064438,30.931347
B7879,121.564056,31.175907
B7881,121.519806,31.31353
B7882,121.260178,31.248444
B7891,121.322952,31.03055
B7892,121.272423,30.799089
B7894,121.636299,31.315142
B7895,121.423599,30.984209
B7897,121.630493,31.266344
B7900,121.590553,31.193527
B7901,121.548668,31.134809
B7903,121.366013,31.101833
B7910,121.423958,31.320251
B7912,121.695801,30.952749
B7914,121.697563,31.093763
B7916,121.487503,31.284887
B7922,121.587997,31.256269
B7923,121.429497,31.11298
B7926,121.632515,31.197136
B7928,121.343758,31.10054
B7930,121.517448,31.266693
B7936,121.424492,31.408821
B7940,121.359024,31.130676
B7943,121.401375,31.182705
B7944,121.457672,31.324409
B7949,121.653732,31.025909
B7957,121.181442,31.342289
B7960,121.306343,31.493914
B7961,121.4487,30.782745
B7962,121.610916,31.317579
B7963,121.443474,30.96166
B7965,121.316154,31.184504
B7967,121.453445,31.118624
B7969,121.120209,31.144018
B7975,121.12944,31.104679
B7980,121.621475,31.125429
B7982,121.563042,31.346514
B7983,121.47216,31.044106
B7985,121.245529,31.386759
B7986,121.736061,31.170919
B7988,121.289871,31.121998
B7995,121.657585,31.406334
B7999,121.560738,30.986513
B8003,121.308968,30.875093
B8013,121.352867,31.2451
B8018,121.319939,31.468538
B8019,121.702957,31.261141
B8021,121.448196,31.186028
B8022,121.618881,31.199789
B8033,121.453018,31.377266
B8034,121.336021,30.702316
B8036,121.58387,31.239403
B8039,121.174957,31.104242
B8052,121.239304,31.343842
B8055,120.926605,31.048843
B8057,121.450066,31.225443
B8058,121.413063,31.28904
B8060,121.542671,31.236141
B8061,121.429329,31.338572
B8063,121.493767,31.26959
B8065,121.55072,31.237019
B8068,121.380646,31.213188
B8069,121.48571,31.210047
B8070,121.451546,31.234411
B8072,121.503448,31.30917
B8074,121.307549,31.002544
B8075,121.478088,31.280136
B8076,121.337547,30.798861
B8080,121.405174,31.661076
B8082,121.744431,31.051321
B8085,121.446045,31.134399
B8092,121.684059,31.191164
B8094,121.716537,31.138004
B8095,121.46257,31.202673
B8099,121.442917,31.172112
B8101,121.536079,31.277315
B8104,121.255486,31.013187
B8110,121.182556,30.892496
B8113,121.367966,31.470629
B8115,121.47023,30.981316
B8116,121.24157,31.144178
B8118,121.296692,31.364965
B8121,121.451363,31.212816
B8124,121.605896,31.306147
B8127,121.500992,31.266457
B8128,121.151337,31.305111
B8130,121.765968,31.034704
B8131,121.432037,31.270874
B8132,121.355797,31.140852
B8134,121.514671,31.216976
B8136,121.397163,31.147806
B8140,121.403923,31.119965
B8141,121.440727,31.053934
B8144,121.43454,31.617718
B8147,121.217453,31.310965
B8148,121.233528,31.1029
B8154,121.528107,31.287951
B8155,121.525208,31.211931
B8157,121.847473,30.85671
B8159,121.55455,31.283068
B8162,121.443733,31.308624
B8165,121.612442,31.205318
B8166,121.121223,31.216522
B8167,121.695,31.179651
B8168,121.30439,30.723766
B8172,121.200203,31.448757
B8175,121.39933,31.340168
B8176,121.35392,31.485348
B8178,121.043633,30.920336
B8180,121.543114,30.837076
B8184,121.269943,31.03039
B8185,121.465446,31.367878
B8187,121.269531,31.131592
B8188,121.377724,31.098646
B8190,121.2314,31.737772
B8196,121.417938,31.302458
B8198,121.064392,31.130154
B8208,121.47081,31.290854
B8210,121.527321,31.066259
B8218,121.325081,31.314337
B8222,121.492996,31.279757
B8225,121.714371,31.00034
B8228,121.609619,31.272915
B8229,121.32383,31.074486
B8232,121.431587,31.139734
B8235,121.136681,31.005339
B8237,121.44381,31.288023
B8238,121.539406,31.234053
B8239,121.55825,31.133184
B8242,121.378159,31.154232
B8246,121.356438,31.121759
B8247,121.522835,31.189346
B8248,121.440689,30.90843
B8254,121.464088,31.043947
B8260,121.248123,31.371445
B8267,121.6138,31.106003
B8274,121.462967,31.292086
B8276,121.464828,31.033007
B8283,121.314484,31.017876
B8286,121.474434,31.257601
B8287,121.384232,30.818815
B8292,121.298325,31.022194
B8295,121.116089,30.975697
B8296,121.398842,31.232697
B8299,121.536659,31.12941
B8302,121.35849,31.011038
B8303,121.273552,31.362974
B8318,121.827026,30.901997
B8324,121.24411,31.151897
B8325,121.450668,31.171429
B8326,121.455589,31.663176
B8328,121.444565,31.214291
B8330,121.498138,31.161316
B8331,121.499672,31.155684
B8332,121.578232,31.242687
B8338,121.380898,31.135414
B8339,121.511894,31.189304
B8341,121.68129,31.240429
B8343,121.413628,31.073046
B8344,121.371628,31.182562
B8349,121.560936,30.842222
B8351,121.744781,30.972521
B8358,121.122948,31.274193
B8363,121.528374,31.327757
B8364,121.564453,31.115311
B8368,121.261299,30.842506
B8369,121.610573,31.039215
B8370,121.399773,31.007977
B8372,121.384781,31.049265
B8374,121.486252,31.237877
B8378,121.375572,31.793806
B8379,121.428833,31.013142
B8380,121.32093,31.226973
B8383,121.52195,31.275013
B8386,121.39875,31.020153
B8392,121.528831,31.149456
B8395,121.460342,31.358929
B8396,121.56955,31.161263
B8405,121.528015,30.846167
B8406,121.411026,31.279957
B8410,121.513344,31.294737
B8411,121.278069,31.309214
B8417,121.755287,31.029905
B8420,121.380524,31.358887
B8423,121.888168,30.861624
B8428,121.53495,31.324972
B8433,121.420837,31.132996
B8442,121.431656,31.135803
B8444,121.107857,31.174997
B8450,121.499001,31.224667
B8453,121.305542,31.254013
B8461,121.479561,31.304548
B8463,121.272499,31.410126
B8473,121.173538,31.295656
B8475,121.492111,31.261068
B8483,121.40242,31.301764
B8488,121.127762,31.215584
B8493,121.615494,31.317553
B8496,121.534531,31.182697
B8497,121.382179,31.111523
B8499,121.470299,31.241005
B8501,121.2938,30.994576
B8506,121.335625,30.72448
B8507,121.535759,31.145741
B8509,121.367622,31.114586
B8513,121.092278,30.892731
B8514,121.16259,30.89892
B8517,121.440033,30.898268
B8520,121.329346,30.786886
B8521,121.533493,31.066566
B8523,121.246628,30.989285
B8526,121.621208,31.202875
B8527,121.292763,31.344393
B8528,121.457108,31.188581
B8531,121.161781,30.887373
B8538,121.486984,31.076675
B8540,121.614723,31.567123
B8541,121.28054,31.327711
B8543,121.574028,31.181751
B8550,121.385162,31.128923
B8551,121.491585,31.225876
B8556,121.172318,31.335482
B8559,121.60331,31.220617
B8564,121.459846,31.32902
B8566,121.768158,31.06366
B8567,121.175301,30.826588
B8576,121.59491,31.154232
B8579,121.304108,31.454311
B8581,121.309662,31.240118
B8583,121.454048,31.192549
B8587,121.623924,31.121506
B8588,121.42041,30.794535
B8591,121.424385,31.217039
B8599,121.800018,31.474855
B8600,121.42762,31.13221
B8603,121.554817,31.637793
B8613,120.914215,31.09832
B8620,121.572868,31.32066
B8627,121.197678,31.149
B8632,121.733154,30.89551
B8635,121.376907,31.088848
B8637,121.534317,31.179026
B8638,121.482292,31.245527
B8640,121.728333,30.957968
B8641,121.461098,30.910192
B8648,121.445938,31.229666
B8650,121.530525,31.275898
B8652,121.261772,31.163279
B8659,121.474075,30.821615
B8669,121.441208,31.255444
B8671,121.432518,31.014364
B8673,120.92189,31.116526
B8675,121.783356,30.973
B8676,121.661209,31.279243
B8677,121.502739,31.39855
B8678,121.259071,31.28154
B8683,121.211876,31.039864
B8684,121.363159,31.182768
B8685,121.557182,31.210751
B8686,121.479645,31.2033
B8689,121.692757,31.281713
B8690,121.606331,31.251595
B8691,121.447914,31.336336
B8693,121.630859,31.31596
B8695,121.574516,31.170094
B8698,121.628662,30.918205
B8703,121.754105,31.127214
B8710,121.749741,31.164183
B8714,121.386475,31.314816
B8715,121.702118,31.11801
B8718,121.383499,31.218124
B8721,121.58577,31.271053
B8722,121.280678,31.294315
B8724,121.174934,31.239199
B8725,121.408531,31.055267
B8728,121.66349,31.417667
B8730,121.461884,31.239737
B8731,121.614449,31.084576
B8732,121.318016,31.109333
B8738,121.415085,31.178802
B8739,121.087868,30.94838
B8740,121.442009,31.169304
B8743,121.648682,30.984776
B8746,121.333817,31.124664
B8747,121.613785,31.258745
B8749,121.488174,31.172499
B8755,121.270279,31.01885
B8769,121.564095,31.255497
B8770,121.503616,31.395536
B8772,121.181541,30.969952
B8776,121.304993,31.025795
B8780,121.294281,31.025827
B8783,121.384293,31.091356
B8786,121.425262,31.284687
B8787,121.514557,31.585842
B8791,121.461037,31.246784
B8793,121.381859,31.285635
B8795,121.509277,31.191696
B8799,121.444839,31.247316
B8800,121.323822,31.069054
B8807,121.465439,31.407009
B8810,121.430801,31.265411
B8812,121.383263,31.203196
B8815,121.490089,31.251057
B8823,121.315941,31.316046
B8826,121.345718,31.317152
B8829,121.468819,30.807564
B8836,121.447159,31.190802
B8838,121.541519,31.328218
B8839,121.415413,31.007915
B8840,121.564034,31.227072
B8841,121.478653,31.231464
B8843,121.235222,31.201397
B8844,121.39653,31.025841
B8848,121.562462,31.236464
B8850,121.512772,30.837423
B8853,121.504883,31.189734
B8857,121.244858,31.347466
B8865,121.202232,31.260098
B8867,121.722816,31.192656
B8869,121.183601,30.835453
B8871,121.11248,31.132778
B8886,121.16806,31.308784
B8888,121.480011,31.339855
B8889,121.481262,30.926647
B8896,121.48288,31.205339
B8897,121.690704,31.277399
B8898,121.421867,31.213337
B8901,121.277191,31.173798
B8902,121.445953,31.283606
B8905,121.228607,31.006319
B8910,121.477409,31.39607
B8913,121.371277,31.349569
B8915,121.42524,31.30352
B8917,121.389122,31.324013
B8921,121.631355,31.112881
B8923,121.197174,31.091246
B8925,121.401505,31.212908
B8928,121.350471,31.424215
B8930,121.649162,30.945873
B8932,121.374619,31.094889
B8936,121.505684,30.988565
B8941,121.612587,31.018984
B8942,121.53614,31.380133
B8944,121.264671,31.332346
B8947,121.239655,31.408773
B8951,121.170036,31.146347
B8955,121.504601,31.327351
B8956,121.168663,31.295094
B8957,121.351944,31.102734
B8958,121.430565,31.284376
B8963,121.636597,31.048647
B8967,121.399757,30.96249
B8970,121.166687,30.898367
B8971,121.836052,31.487196
B8972,121.637901,31.177843
B8974,121.407806,31.172575
B8986,121.332443,31.236876
B8993,121.824852,31.372446
B8997,121.439514,31.210012
B8999,121.357002,31.151457
B9004,121.385025,31.767305
B9005,121.269157,30.931625
B9006,121.505867,31.303331
B9007,121.398712,31.215405
B9009,121.366035,31.389017
B9010,121.432213,31.126429
B9011,121.824158,30.90621
B9013,121.307556,31.152945
B9014,121.440849,31.337229
B9016,121.563721,31.246967
B9021,121.205666,31.000509
B9025,121.460609,31.206495
B9032,121.465698,30.924414
B9033,121.600807,31.272392
B9034,121.495461,31.017412
B9038,121.415237,31.263367
B9045,121.160706,30.93499
B9046,121.810577,31.483185
B9048,121.216515,31.121851
B9063,121.494049,31.21361
B9064,121.404472,31.15119
B9066,121.463272,31.254019
B9068,121.15329,31.140192
B9069,121.792595,30.847012
B9070,121.307152,31.039637
B9072,121.117073,31.022192
B9073,121.168541,31.300209
B9083,121.406265,31.219549
B9090,121.486633,31.254791
B9092,121.157661,31.267534
B9093,121.480865,31.406347
B9097,121.425247,31.166656
B9098,121.429688,31.239973
B9105,121.129517,31.178232
B9106,121.488251,31.162022
B9107,121.343903,31.264896
B9113,121.606964,31.266016
B9114,121.666946,30.949842
B9115,121.434242,31.150141
B9118,121.063126,30.975876
B9123,121.495384,31.386692
B9126,121.458153,31.164278
B9127,121.410927,31.361509
B9128,121.415703,31.098646
B9129,121.218086,31.289843
B9130,121.449829,30.974674
B9132,121.195648,31.14278
B9134,121.884407,31.52733
B9136,121.543564,31.169052
B9137,121.49968,31.248598
B9138,121.119827,31.155998
B9142,121.345009,31.754787
B9144,121.417374,31.338875
B9147,121.489502,31.261829
B9152,121.233185,31.362587
B9155,121.347893,30.813713
B9157,121.400131,31.214096
B9161,121.730408,31.221567
B9162,121.551003,31.194206
B9163,121.412666,31.350496
B9166,121.444595,30.906448
B9167,121.652885,31.301977
B9171,121.143753,31.070824
B9172,121.62606,31.208267
B9173,121.536919,31.317419
B9175,121.38205,31.184803
B9177,121.500221,31.280058
B9182,121.20134,31.041634
B9183,121.466034,31.038271
B9184,121.475609,31.200115
B9192,121.366272,31.033361
B9193,121.538155,31.367104
B9195,121.344673,31.215496
B9196,121.482231,31.228369
B9199,121.297714,31.375057
B9200,121.020767,30.890692
B9202,121.391556,31.068069
B9206,121.46936,31.285501
B9208,121.401924,31.199085
B9210,121.249344,30.83498
B9212,121.36676,31.354418
B9214,121.06562,31.108332
B0001,121.432655,31.147011
B0003,121.408859,31.324804
B0007,121.776405,31.048645
B0009,121.606079,31.096773
B0014,121.391838,31.046093
B0020,121.261566,31.752754
B0021,121.461433,31.37612
B0022,121.65464,31.265453
B0028,121.471176,31.246849
B0029,121.399529,31.64436
B0030,121.338287,31.133665
B0032,121.591644,30.931721
B0033,121.346756,31.420742
B0034,121.305092,30.73303
B0035,121.204178,31.410091
B0038,121.326057,31.255461
B0039,121.696556,31.394955
B0040,121.426048,31.028856
B0042,121.464462,30.927937
B0044,120.92569,31.033081
B0045,121.740181,31.054148
B0052,121.53141,31.263828
B0053,121.251617,31.120049
B0055,121.401894,31.143034
B0056,121.652191,31.208652
B0057,121.794914,30.913513
B0059,121.502983,31.011765
B0060,121.52816,30.888006
B0061,121.580376,31.007921
B0066,121.601997,31.142612
B0067,121.650925,30.873892
B0071,121.043129,31.00926
B0072,121.130653,31.185257
B0073,121.250282,31.241776
B0074,121.343094,30.731363
B0075,121.145454,31.364708
B0076,121.845856,30.909414
B0081,121.736885,31.156372
B0083,121.416817,31.18047
B0084,121.72184,31.534367
B0086,121.596107,31.254259
B0087,121.317162,31.309175
B0090,121.523094,30.837675
B0092,121.522255,31.309479
B0095,121.574066,31.342878
B0100,121.62249,31.312935
B0103,121.476265,31.33419
B0111,121.368042,31.195272
B0112,121.513252,31.240541
B0115,121.62635,31.253765
B0117,121.320763,30.948206
B0120,121.538063,31.050018
B0121,121.238129,30.891243
B0125,121.39608,31.786873
B0127,121.24839,31.450403
B0128,121.430977,31.291817
B0129,121.501442,31.301579
B0131,121.175171,31.185232
B0137,121.413994,31.428637
B0139,121.467278,31.04273
B0140,121.778351,31.016266
B0142,121.426651,31.376051
B0145,121.725174,30.936003
B0146,121.66114,31.237276
B0147,121.511154,31.261824
B0148,121.544319,31.283875
B0149,121.428871,31.213623
B0151,121.554543,31.181868
B0153,121.584579,31.127497
B0155,121.427757,31.16918
B0160,121.475624,30.977501
B0161,121.475403,31.26795
B0162,121.311035,31.233589
B0164,121.417427,31.071989
B0166,121.347702,31.265181
B0169,121.391228,31.20281
B0173,121.531883,31.283594
B0177,121.49585,31.142708
B0182,121.148521,31.154249
B0183,121.362,31.384615
B0185,121.551231,31.224125
B0191,121.246758,31.27507
B0193,121.218941,31.038465
B0195,121.371254,31.128832
B0196,121.347145,31.099939
B0198,121.466187,31.622339
B0200,121.592407,31.04804
B0202,121.457069,31.2645
B0203,121.370537,31.262234
B0208,121.487823,31.25174
B0210,120.959801,31.07934
B0213,121.272392,31.229673
B0215,121.322838,31.296267
B0220,121.592194,31.329281
B0221,121.614326,31.271729
B0224,121.077026,30.935747
B0226,121.833321,31.527523
B0230,121.736427,30.903959
B0232,121.712608,31.061007
B0235,121.267502,31.190132
B0239,121.624474,31.144552
B0244,121.4235,31.191
B0251,121.404007,31.278749
B0255,121.31768,31.491589
B0256,121.760811,31.096579
B0258,121.476379,31.205816
B0269,121.519409,31.129824
B0271,121.242043,31.170084
B0273,121.235703,31.374361
B0274,121.590469,31.076736
B0275,121.356682,31.176952
B0280,121.455711,31.185516
B0282,121.369781,31.182272
B0285,121.623146,31.292463
B0286,121.467201,30.914124
B0288,121.492661,30.954317
B0294,121.568199,31.217514
B0296,121.60199,31.2749
B0301,121.275749,31.163807
B0305,121.229424,31.057896
B0312,121.24678,30.815218
B0315,121.777832,31.499519
B0322,121.295906,30.930195
B0326,121.173355,31.359146
B0330,121.458076,31.027746
B0331,121.4338,31.625813
B0332,121.597702,31.60911
B0335,121.75222,31.139896
B0336,121.599022,31.193453
B0338,121.247505,31.349634
B0341,121.828934,31.094147
B0342,121.339569,31.123777
B0351,121.413162,31.120182
B0355,121.333122,31.450897
B0358,121.57856,31.114536
B0360,121.373848,30.949942
B0361,121.171829,30.896763
B0362,121.281876,31.201681
B0367,121.75193,31.575689
B0368,121.225281,31.013731
B0372,121.429398,31.232594
B0377,121.436066,31.187799
B0381,121.281845,31.417942
B0382,121.885323,31.510674
B0384,121.642555,31.034948
B0386,121.306007,31.299088
B0389,121.306099,31.146282
B0392,121.815567,30.88065
B0393,121.258568,31.05868
B0394,121.812737,30.985876
B0395,121.389999,31.623507
B0396,121.463509,31.20048
B0402,121.49292,31.266943
B0406,121.564034,30.861828
B0409,121.382912,31.215906
B0410,121.502434,30.999235
B0411,121.254288,31.409395
B0415,121.228455,31.318577
B0422,121.503548,31.232998
B0427,121.532181,31.224602
B0429,121.454689,31.334866
B0435,121.69706,31.215181
B0437,121.434235,31.265701
B0440,121.815117,30.900736
B0444,121.620667,30.916756
B0445,121.398209,31.348598
B0446,121.371582,30.765865
B0451,121.496895,31.16354
B0456,121.497948,31.290825
B0457,121.724548,31.167788
B0461,121.24707,31.017029
B0468,121.32737,31.241589
B0477,121.740929,31.186129
B0488,121.41539,31.40682
B0489,121.198151,31.094383
B0492,121.439369,31.24791
B0493,121.507767,31.251097
B0500,121.366035,31.002079
B0507,121.748802,31.119286
B0508,121.427902,30.896961
B0509,121.641548,31.106941
B0512,121.68882,31.196375
B0515,121.367058,31.11705
B0516,121.261589,31.366081
B0523,121.55381,31.209799
B0525,121.791534,31.073641
B0527,121.672684,31.531788
B0541,121.498718,31.181757
B0542,121.680527,31.067064
B0545,121.353745,31.247805
B0546,121.34623,31.139038
B0549,121.219643,30.98267
B0550,121.449036,30.915571
B0551,121.658592,31.289423
B0553,121.3862,31.189054
B0554,121.446617,30.979746
B0556,121.631195,31.240583
B0558,121.156349,31.385298
B0559,121.296799,31.797758
B0564,121.329353,31.287207
B0566,121.446976,31.193432
B0581,121.617783,31.217989
B0582,121.543755,31.237431
B0583,121.258286,31.274591
B0584,121.794235,30.937504
B0593,121.380379,31.18042
B0598,121.514938,30.99227
B0599,121.448456,31.394114
B0600,121.315018,31.247988
B0601,121.572243,31.256292
B0602,121.334587,31.47913
B0606,121.24559,31.047819
B0607,121.562416,31.27504
B0612,121.433365,31.316999
B0614,121.559982,31.25869
B0619,121.291229,31.023806
B0621,121.335533,31.266443
B0626,121.202293,31.151937
B0627,121.448189,31.30246
B0630,121.882202,31.018284
B0631,121.383003,31.284235
B0633,121.462738,31.054522
B0636,121.776016,31.339043
B0639,121.318314,31.15633
B0642,121.465485,31.310184
B0652,121.4758,31.677605
B0653,121.287338,31.174442
B0655,121.230858,31.203245
B0657,121.537125,31.100449
B0662,121.218102,31.321438
B0667,121.613281,31.195801
B0669,121.777588,31.134029
B0673,121.297867,31.202682
B0679,121.252106,31.381144
B0682,121.529945,31.065496
B0683,121.453773,31.357172
B0684,121.799736,31.056643
B0686,121.244873,31.037304
B0688,121.446365,31.170465
B0689,121.296623,31.301874
B0691,121.453926,31.128109
B0694,121.501289,31.027279
B0696,121.315887,31.0137
B0697,121.164398,31.326221
B0705,121.219093,31.174854
B0708,121.404991,31.284035
B0714,121.483803,31.367579
B0717,121.467003,31.262657
B0718,121.253471,31.399378
B0724,121.434311,31.170586
B0725,121.494041,31.094179
B0726,121.480148,31.402409
B0735,121.719414,31.393509
B0736,121.420746,31.289024
B0740,121.440224,31.30529
B0741,121.345421,31.078865
B0746,121.728394,30.966661
B0749,121.116325,31.364401
B0751,121.420525,31.256729
B0752,121.106407,31.127556
B0754,121.478676,31.295181
B0755,121.237984,31.255062
B0757,121.430679,31.281752
B0760,121.041916,31.027054
B0767,121.417732,31.236277
B0770,121.337128,30.728302
B0774,121.115463,31.14427
B0777,121.577232,31.140566
B0782,121.322197,30.936516
B0784,121.351318,31.14819
B0786,121.535164,31.199352
B0787,121.335762,31.37393
B0788,121.388222,31.40699
B0795,121.635933,31.222549
B0797,121.197876,30.996742
B0800,121.188599,31.342257
B0804,121.578163,30.887222
B0806,121.156616,31.112122
B0809,121.580269,31.367838
B0811,121.393204,31.324341
B0814,121.378838,31.096701
